tag,step,value,wall_time
Loss/Discriminator,56077,1.084857702255249,1776621354.687445
Loss/Discriminator,56080,1.0630193948745728,1776621355.7325509
Loss/Discriminator,56081,1.3105978965759277,1776621356.0860887
Loss/Discriminator,56084,1.060230016708374,1776621357.103854
Loss/Discriminator,56087,1.0658931732177734,1776621358.1122131
Loss/Discriminator,56140,1.0615208148956299,1776621376.2241323
Loss/Discriminator,56155,1.1135385036468506,1776621381.3496692
Loss/Discriminator,56162,1.0700381994247437,1776621383.7831874
Loss/Discriminator,56176,1.092018961906433,1776621388.55042
Loss/Discriminator,56190,1.1723992824554443,1776621393.3104362
Loss/Discriminator,56196,1.0315736532211304,1776621395.3316104
Loss/Discriminator,56205,1.0383152961730957,1776621398.375908
Loss/Discriminator,56238,1.1608943939208984,1776621409.6875296
Loss/Discriminator,56249,1.0499238967895508,1776621413.4387534
Loss/Discriminator,56254,1.0821943283081055,1776621415.1519358
Loss/Discriminator,56323,1.1629388332366943,1776621438.727395
Loss/Discriminator,56335,1.1080304384231567,1776621442.7910266
Loss/Discriminator,56351,1.0647592544555664,1776621448.277111
Loss/Discriminator,56408,1.0099116563796997,1776621467.7059252
Loss/Discriminator,56411,1.0663952827453613,1776621468.7204928
Loss/Discriminator,56419,1.1611870527267456,1776621471.458397
Loss/Discriminator,56439,1.0341047048568726,1776621478.280626
Loss/Discriminator,56440,1.149237871170044,1776621478.617768
Loss/Discriminator,56447,1.0470623970031738,1776621481.043861
Loss/Discriminator,56469,1.006778597831726,1776621488.5710118
Loss/Discriminator,56470,1.125497579574585,1776621488.900724
Loss/Discriminator,56476,1.0900936126708984,1776621491.0105593
Loss/Discriminator,56477,1.1699479818344116,1776621491.3443391
Loss/Discriminator,56503,1.3459064960479736,1776621500.1898322
Loss/Discriminator,56505,1.106756329536438,1776621500.837288
Loss/Discriminator,56521,1.1022626161575317,1776621506.3088558
Loss/Discriminator,56546,1.0387954711914062,1776621514.9388723
Loss/Discriminator,56619,1.0805842876434326,1776621539.973663
Loss/Discriminator,56655,1.2205936908721924,1776621552.298269
Loss/Discriminator,56701,1.7179455757141113,1776621568.717757
Loss/Discriminator,56766,1.1356101036071777,1776621590.9906037
Loss/Discriminator,56774,1.4268090724945068,1776621593.7304943
Loss/Discriminator,56788,1.068129539489746,1776621598.5408885
Loss/Discriminator,56811,1.094821572303772,1776621606.4352355
Loss/Discriminator,56813,1.0813699960708618,1776621607.1194024
Loss/Discriminator,56815,1.0586345195770264,1776621607.8117046
Loss/Discriminator,56844,1.0341486930847168,1776621617.8146093
Loss/Discriminator,56846,1.1048178672790527,1776621618.5106113
Loss/Discriminator,56906,1.1495771408081055,1776621639.06713
Loss/Discriminator,56970,1.0403227806091309,1776621660.9357939
Loss/Discriminator,56974,1.0793700218200684,1776621662.3015685
Loss/Discriminator,57034,1.2614343166351318,1776621682.8573833
Loss/Discriminator,57063,1.0684986114501953,1776621692.8946388
Loss/Discriminator,57069,1.0298349857330322,1776621694.968103
Loss/Discriminator,57072,1.0818068981170654,1776621695.9904456
Loss/Discriminator,57106,1.089185118675232,1776621707.650832
Loss/Discriminator,57112,1.2134521007537842,1776621709.7207768
Loss/Discriminator,57186,1.1133990287780762,1776621734.941026
Loss/Discriminator,57199,1.1154868602752686,1776621739.40416
Loss/Discriminator,57228,1.040371060371399,1776621749.4137473
Loss/Discriminator,57238,1.0484273433685303,1776621752.846908
Loss/Discriminator,57260,1.1191232204437256,1776621760.3839898
Loss/Discriminator,57279,1.0634515285491943,1776621766.8579671
Loss/Discriminator,57288,1.0642852783203125,1776621769.9511898
Loss/Discriminator,57293,1.0272324085235596,1776621771.6861773
Loss/Discriminator,57311,1.0368717908859253,1776621777.8584108
Loss/Discriminator,57312,1.038163423538208,1776621778.2022483
Loss/Discriminator,57363,1.212049961090088,1776621795.7351892
Loss/Discriminator,57382,1.0626649856567383,1776621802.2878306
Loss/Discriminator,57396,1.051771640777588,1776621807.0616114
Loss/Discriminator,57400,1.0968087911605835,1776621808.407247
Loss/Discriminator,57437,1.0317120552062988,1776621821.1549885
Loss/Discriminator,57453,1.2735073566436768,1776621826.6302319
Loss/Discriminator,57508,1.0302842855453491,1776621845.5352275
Loss/Discriminator,57525,1.35990309715271,1776621851.343916
Loss/Discriminator,57548,1.109603762626648,1776621859.2918813
Loss/Discriminator,57552,1.0413227081298828,1776621860.6440537
Loss/Discriminator,57562,1.0906957387924194,1776621864.066332
Loss/Discriminator,57582,1.199627161026001,1776621870.9355528
Loss/Discriminator,57613,1.1816656589508057,1776621881.5041974
Loss/Discriminator,57615,1.080524206161499,1776621882.2028105
Loss/Discriminator,57626,1.042949914932251,1776621885.987343
Loss/Discriminator,57643,1.1246434450149536,1776621891.8010638
Loss/Discriminator,57645,1.2848554849624634,1776621892.4736154
Loss/Discriminator,57648,1.0566096305847168,1776621893.5120358
Loss/Discriminator,57665,1.1138875484466553,1776621899.277307
Loss/Discriminator,57702,1.1064741611480713,1776621911.9298966
Loss/Discriminator,57713,1.042083501815796,1776621915.7617638
Loss/Discriminator,57723,1.0475636720657349,1776621919.2283647
Loss/Discriminator,57773,1.1920828819274902,1776621936.4293876
Loss/Discriminator,57810,1.1213085651397705,1776621949.1194992
Loss/Discriminator,57815,1.0536885261535645,1776621950.8536885
Loss/Discriminator,57816,1.0728754997253418,1776621951.2090545
Loss/Discriminator,57819,1.0430665016174316,1776621952.2444184
Loss/Discriminator,57821,1.0660229921340942,1776621952.9160757
Loss/Discriminator,57832,1.0591998100280762,1776621956.6760066
Loss/Discriminator,57853,1.4754483699798584,1776621963.9404104
Loss/Discriminator,57862,1.1814329624176025,1776621967.0066147
Loss/Discriminator,57888,1.0540528297424316,1776621975.8780503
Loss/Discriminator,57900,1.0555353164672852,1776621979.968033
Loss/Discriminator,57903,1.043449878692627,1776621981.0260994
Loss/Discriminator,57948,1.1656566858291626,1776621996.4204986
Loss/Discriminator,57950,1.2551016807556152,1776621997.102955
Loss/Discriminator,57953,1.042938470840454,1776621998.1246035
Loss/Discriminator,57990,1.3287696838378906,1776622010.8433702
Loss/Discriminator,57991,1.25601065158844,1776622011.1901042
Loss/Discriminator,57995,1.0553796291351318,1776622012.5701387
Loss/Discriminator,58001,1.2161757946014404,1776622014.6200495
Loss/Discriminator,58017,1.1717422008514404,1776622020.159479
Loss/Discriminator,58030,1.0354186296463013,1776622024.5857906
Loss/Discriminator,58038,1.0275582075119019,1776622027.2938166
Loss/Discriminator,58050,1.0480613708496094,1776622031.461412
Loss/Discriminator,58077,1.0476394891738892,1776622040.6741302
Loss/Discriminator,58086,1.1537585258483887,1776622043.7842507
Loss/Discriminator,58106,1.0785213708877563,1776622050.6940172
Loss/Discriminator,58151,1.0185858011245728,1776622066.04018
Loss/Discriminator,58164,1.1086468696594238,1776622070.543373
Loss/Discriminator,58183,1.09226393699646,1776622077.1032085
Loss/Discriminator,58199,1.0738986730575562,1776622082.6157284
Loss/Discriminator,58208,1.0781261920928955,1776622085.723429
Loss/Discriminator,58218,1.22392737865448,1776622089.1234214
Loss/Discriminator,58254,1.0894949436187744,1776622101.5376556
Loss/Discriminator,58269,1.0766892433166504,1776622106.7517445
Loss/Discriminator,58284,1.0852274894714355,1776622111.8787615
Loss/Discriminator,58326,1.0706207752227783,1776622126.2022028
Loss/Discriminator,58385,1.4065830707550049,1776622146.4915452
Loss/Discriminator,58389,1.0908476114273071,1776622147.8600159
Loss/Discriminator,58417,1.1765886545181274,1776622157.5385594
Loss/Discriminator,58448,1.0550134181976318,1776622168.1995513
Loss/Discriminator,58453,1.058589220046997,1776622169.9457357
Loss/Discriminator,58474,1.0684795379638672,1776622177.3193297
Loss/Discriminator,58525,1.0692540407180786,1776622195.14341
Loss/Discriminator,58546,1.0275237560272217,1776622202.5650966
Loss/Discriminator,58564,1.1724154949188232,1776622208.786201
Loss/Discriminator,58592,1.0360661745071411,1776622218.615365
Loss/Discriminator,58606,1.093056321144104,1776622223.5184863
Loss/Discriminator,58611,1.0557576417922974,1776622225.310383
Loss/Discriminator,58622,1.019840955734253,1776622229.1038158
Loss/Discriminator,58627,1.1722668409347534,1776622230.8449342
Loss/Discriminator,58634,1.0254347324371338,1776622233.2708554
Loss/Discriminator,58638,1.1585869789123535,1776622234.6776643
Loss/Discriminator,58647,1.1744403839111328,1776622237.8712566
Loss/Discriminator,58673,1.018872857093811,1776622247.0819716
Loss/Discriminator,58681,1.052253246307373,1776622249.862088
Loss/Discriminator,58780,1.1003453731536865,1776622284.8131666
Loss/Discriminator,58781,1.0829527378082275,1776622285.1649244
Loss/Discriminator,58803,1.1634581089019775,1776622292.8266232
Loss/Discriminator,58804,1.2474279403686523,1776622293.1894538
Loss/Discriminator,58825,1.1166515350341797,1776622300.6084528
Loss/Discriminator,58844,1.0612783432006836,1776622307.3422747
Loss/Discriminator,58848,1.1196248531341553,1776622308.708761
Loss/Discriminator,58864,1.0528411865234375,1776622314.364254
Loss/Discriminator,58868,1.0497347116470337,1776622315.7666826
Loss/Discriminator,58878,1.0788905620574951,1776622319.2336857
Loss/Discriminator,58885,1.0140252113342285,1776622321.7406335
Loss/Discriminator,58938,1.069685935974121,1776622340.303302
Loss/Discriminator,58941,1.0410537719726562,1776622341.3487494
Loss/Discriminator,58957,1.085584282875061,1776622347.0018225
Loss/Discriminator,58985,1.0728260278701782,1776622356.7823489
Loss/Discriminator,59006,1.059133529663086,1776622364.111066
Loss/Discriminator,59017,1.1401959657669067,1776622368.0136216
Loss/Discriminator,59027,1.103548526763916,1776622371.5208297
Loss/Discriminator,59041,1.0681031942367554,1776622376.4722452
Loss/Discriminator,59064,1.0959370136260986,1776622384.5750382
Loss/Discriminator,59065,1.1547117233276367,1776622384.909535
Loss/Discriminator,59098,1.0609536170959473,1776622396.4967434
Loss/Discriminator,59114,1.4869379997253418,1776622402.0812101
Loss/Discriminator,59198,1.0722800493240356,1776622431.6426573
Loss/Discriminator,59203,1.037800908088684,1776622433.3751059
Loss/Discriminator,59234,1.0713366270065308,1776622444.2611728
Loss/Discriminator,59253,1.1702885627746582,1776622450.971273
Loss/Discriminator,59254,1.2602815628051758,1776622451.3402567
Loss/Discriminator,59297,1.256723403930664,1776622466.4233253
Loss/Discriminator,59338,1.0286445617675781,1776622480.7995126
Loss/Discriminator,59356,1.162926435470581,1776622487.0997148
Loss/Discriminator,59366,1.0463149547576904,1776622490.4858193
Loss/Discriminator,59371,1.0980368852615356,1776622492.1878426
Loss/Discriminator,59408,1.331786036491394,1776622505.047534
Loss/Discriminator,59415,1.0431702136993408,1776622507.499868
Loss/Discriminator,59418,1.1767938137054443,1776622508.5701494
Loss/Discriminator,59439,1.1258832216262817,1776622515.9766529
Loss/Discriminator,59446,1.1835780143737793,1776622518.4441488
Loss/Discriminator,59469,1.0613720417022705,1776622526.49642
Loss/Discriminator,59472,1.0341870784759521,1776622527.5995457
Loss/Discriminator,59524,1.082289457321167,1776622545.9730558
Loss/Discriminator,59539,1.132007122039795,1776622551.2677505
Loss/Discriminator,59555,1.05495023727417,1776622556.8744688
Loss/Discriminator,59611,1.141016960144043,1776622576.4464993
Loss/Discriminator,59629,1.0705485343933105,1776622582.7760313
Loss/Discriminator,59653,1.1083042621612549,1776622591.18208
Loss/Discriminator,59785,1.0380195379257202,1776622637.5428262
Loss/Discriminator,59792,1.0696125030517578,1776622639.987475
Loss/Discriminator,59797,1.074208378791809,1776622641.7529032
Loss/Discriminator,59806,1.0642517805099487,1776622644.9276204
Loss/Discriminator,59807,1.2365397214889526,1776622645.2757537
Loss/Discriminator,59851,1.0504215955734253,1776622660.7522728
Loss/Discriminator,59853,1.0883877277374268,1776622661.4342873
Loss/Discriminator,59867,1.0378692150115967,1776622666.3079762
Loss/Discriminator,59871,1.0983799695968628,1776622667.7256968
Loss/Discriminator,59873,1.104264497756958,1776622668.4087498
Loss/Discriminator,59888,1.058223009109497,1776622673.763864
Loss/Discriminator,59893,1.0956192016601562,1776622675.50767
Loss/Discriminator,59962,1.0531738996505737,1776622699.8748243
Loss/Discriminator,60028,1.0672807693481445,1776622723.0687923
Loss/Discriminator,60042,1.0421664714813232,1776622727.983374
Loss/Discriminator,60065,1.0565837621688843,1776622736.0521028
Loss/Discriminator,60074,1.1264894008636475,1776622739.2396557
Loss/Discriminator,60085,1.0423502922058105,1776622743.1844382
Loss/Discriminator,60102,1.039989948272705,1776622749.1256814
Loss/Discriminator,60116,1.1872119903564453,1776622754.0481653
Loss/Discriminator,60121,1.059818148612976,1776622755.7909286
Loss/Discriminator,60165,1.0838820934295654,1776622771.3724341
Loss/Discriminator,60203,1.0807552337646484,1776622784.607255
Loss/Discriminator,60242,1.0384931564331055,1776622798.0993004
Loss/Discriminator,60277,1.0503199100494385,1776622810.1992302
Loss/Discriminator,60279,1.2377479076385498,1776622810.8707807
Loss/Discriminator,60284,1.0429375171661377,1776622812.5596843
Loss/Discriminator,60292,1.0505034923553467,1776622815.2786386
Loss/Discriminator,60347,1.079542875289917,1776622834.179586
Loss/Discriminator,60373,1.067607045173645,1776622843.0989773
Loss/Discriminator,60378,1.0356860160827637,1776622844.8369746
Loss/Discriminator,60381,1.0919888019561768,1776622845.8866274
Loss/Discriminator,60405,1.0625394582748413,1776622854.1473548
Loss/Discriminator,60418,1.0482501983642578,1776622858.7097456
Loss/Discriminator,60454,1.1770718097686768,1776622871.1291764
Loss/Discriminator,60476,1.039852261543274,1776622878.6514094
Loss/Discriminator,60484,1.1367919445037842,1776622881.4083228
Loss/Discriminator,60490,1.1660791635513306,1776622883.521214
Loss/Discriminator,60491,1.0591273307800293,1776622883.8831844
Loss/Discriminator,60493,1.1398929357528687,1776622884.5571837
Loss/Discriminator,60514,1.0553624629974365,1776622891.7713754
Loss/Discriminator,60533,1.4179329872131348,1776622898.3634992
Loss/Discriminator,60534,1.1055262088775635,1776622898.6975763
Loss/Discriminator,60559,1.072068214416504,1776622907.3036895
Loss/Discriminator,60560,1.0186262130737305,1776622907.6268404
Loss/Discriminator,60612,1.0686216354370117,1776622925.6036925
Loss/Discriminator,60666,1.0198758840560913,1776622944.1133544
Loss/Discriminator,60691,1.1339733600616455,1776622952.7519202
Loss/Discriminator,60720,1.0679843425750732,1776622962.7221344
Loss/Discriminator,60748,1.0591585636138916,1776622972.4428744
Loss/Discriminator,60758,1.2058143615722656,1776622975.8836179
Loss/Discriminator,60834,1.1019504070281982,1776623002.1037335
Loss/Discriminator,60878,1.0577706098556519,1776623017.2168705
Loss/Discriminator,60894,1.0688118934631348,1776623022.724643
Loss/Discriminator,60900,1.1754460334777832,1776623024.8054416
Loss/Discriminator,60911,1.0585920810699463,1776623028.614092
Loss/Discriminator,60957,2.00700044631958,1776623044.3715384
Loss/Discriminator,60986,1.063288927078247,1776623054.3459318
Loss/Discriminator,61011,1.0321855545043945,1776623062.9308054
Loss/Discriminator,61037,1.0550572872161865,1776623071.7878625
Loss/Discriminator,61047,1.0361809730529785,1776623075.2292037
Loss/Discriminator,61053,1.0856703519821167,1776623077.310412
Loss/Discriminator,61061,1.0299813747406006,1776623080.0574307
Loss/Discriminator,61077,1.0625027418136597,1776623085.5517476
Loss/Discriminator,61087,1.2008033990859985,1776623088.9822943
Loss/Discriminator,61100,1.1363779306411743,1776623093.4319153
Loss/Discriminator,61104,1.058772325515747,1776623094.8332365
Loss/Discriminator,61129,1.0512372255325317,1776623103.4032948
Loss/Discriminator,61142,1.0279582738876343,1776623107.863915
Loss/Discriminator,61154,1.02085280418396,1776623111.9443746
Loss/Discriminator,61180,1.050406813621521,1776623120.7854831
Loss/Discriminator,61232,1.0669699907302856,1776623138.6460962
Loss/Discriminator,61262,1.1535009145736694,1776623148.9384851
Loss/Discriminator,61264,1.0748882293701172,1776623149.5978951
Loss/Discriminator,61286,1.0807321071624756,1776623157.1301029
Loss/Discriminator,61297,1.0571722984313965,1776623160.9444537
Loss/Discriminator,61353,1.120690941810608,1776623180.24887
Loss/Discriminator,61358,1.0678199529647827,1776623181.9953194
Loss/Discriminator,61368,1.0792208909988403,1776623185.3766575
Loss/Discriminator,61386,1.257354974746704,1776623191.5723982
Loss/Discriminator,61394,1.126711130142212,1776623194.294072
Loss/Discriminator,61406,1.0318379402160645,1776623198.421995
Loss/Discriminator,61430,1.1138558387756348,1776623206.583734
Loss/Discriminator,61473,1.036576509475708,1776623221.4153883
Loss/Discriminator,61481,1.0707793235778809,1776623224.1169658
Loss/Discriminator,61521,1.0366151332855225,1776623237.8658032
Loss/Discriminator,61529,1.025571346282959,1776623240.6015959
Loss/Discriminator,61544,1.0461959838867188,1776623245.7282736
Loss/Discriminator,61570,1.1703014373779297,1776623254.5995433
Loss/Discriminator,61574,1.0789504051208496,1776623255.9703422
Loss/Discriminator,61617,1.283624529838562,1776623270.8075728
Loss/Discriminator,61629,1.073574185371399,1776623274.960618
Loss/Discriminator,61636,1.0300155878067017,1776623277.347122
Loss/Discriminator,61637,1.1049954891204834,1776623277.6867108
Loss/Discriminator,61662,1.077900767326355,1776623286.2512362
Loss/Discriminator,61690,1.0167806148529053,1776623295.8327672
Loss/Discriminator,61700,1.5040125846862793,1776623299.27643
Loss/Discriminator,61747,1.0838567018508911,1776623315.3801265
Loss/Discriminator,61798,1.1187052726745605,1776623332.9094012
Loss/Discriminator,61799,1.0528225898742676,1776623333.2764056
Loss/Discriminator,61818,1.0735098123550415,1776623339.8102987
Loss/Discriminator,61849,1.0976250171661377,1776623350.4836686
Loss/Discriminator,61860,1.0130047798156738,1776623354.2725706
Loss/Discriminator,61881,1.235690951347351,1776623361.421948
Loss/Discriminator,61883,1.0317232608795166,1776623362.110055
Loss/Discriminator,61887,1.1072676181793213,1776623363.5107932
Loss/Discriminator,61892,1.04172945022583,1776623365.2634468
Loss/Discriminator,61906,1.176586389541626,1776623370.0989857
Loss/Discriminator,61944,1.0804964303970337,1776623383.1300235
Loss/Discriminator,61964,1.0539394617080688,1776623390.0070498
Loss/Discriminator,61974,1.1645593643188477,1776623393.4866002
Loss/Discriminator,61976,1.069042682647705,1776623394.1608477
Loss/Discriminator,61984,1.1414748430252075,1776623396.9169002
Loss/Discriminator,62013,1.118544578552246,1776623406.8396993
Loss/Discriminator,62039,1.1750295162200928,1776623415.796567
Loss/Discriminator,62050,1.0592948198318481,1776623419.5699396
Loss/Discriminator,62080,1.0526388883590698,1776623429.83109
Loss/Discriminator,62133,1.1026241779327393,1776623448.1301146
Loss/Discriminator,62157,1.0489039421081543,1776623456.366734
Loss/Discriminator,62167,1.0480841398239136,1776623459.7754316
Loss/Discriminator,62183,1.0201215744018555,1776623465.2286043
Loss/Discriminator,62191,1.050058126449585,1776623467.9502878
Loss/Discriminator,62203,1.0203958749771118,1776623472.0702062
Loss/Discriminator,62216,1.0233752727508545,1776623476.5572553
Loss/Discriminator,62222,1.0677359104156494,1776623478.5874867
Loss/Discriminator,62224,1.047095775604248,1776623479.2513916
Loss/Discriminator,62227,1.0125023126602173,1776623480.277451
Loss/Discriminator,62233,1.0594791173934937,1776623482.3464599
Loss/Discriminator,62243,1.1600420475006104,1776623485.8173358
Loss/Discriminator,62244,1.2938501834869385,1776623486.1565878
Loss/Discriminator,62271,1.0916067361831665,1776623495.3897786
Loss/Discriminator,62274,1.048516035079956,1776623496.4167643
Loss/Discriminator,62313,1.0140517950057983,1776623509.7994666
Loss/Discriminator,62410,1.1898829936981201,1776623543.0376525
Loss/Discriminator,62431,1.3522197008132935,1776623550.2489886
Loss/Discriminator,62442,1.0466630458831787,1776623554.0285459
Loss/Discriminator,62460,1.0819575786590576,1776623560.234514
Loss/Discriminator,62470,1.070296287536621,1776623563.6663988
Loss/Discriminator,62476,1.0959155559539795,1776623565.6988413
Loss/Discriminator,62486,1.153517723083496,1776623569.126875
Loss/Discriminator,62489,1.239227294921875,1776623570.1816027
Loss/Discriminator,62504,1.1234692335128784,1776623575.277643
Loss/Discriminator,62513,1.0640819072723389,1776623578.3702085
Loss/Discriminator,62531,1.054360032081604,1776623584.5409467
Loss/Discriminator,62534,1.0937281847000122,1776623585.567863
Loss/Discriminator,62545,1.0753374099731445,1776623589.3617728
Loss/Discriminator,62555,1.017279028892517,1776623592.763752
Loss/Discriminator,62581,1.068986415863037,1776623601.6649961
Loss/Discriminator,62587,1.0988417863845825,1776623603.738697
Loss/Discriminator,62628,1.023394227027893,1776623617.9181364
Loss/Discriminator,62630,1.1304739713668823,1776623618.62465
Loss/Discriminator,62652,1.075490951538086,1776623626.1849103
Loss/Discriminator,62694,1.1198914051055908,1776623640.6998281
Loss/Discriminator,62716,1.0771880149841309,1776623648.247292
Loss/Discriminator,62740,1.0823438167572021,1776623656.507457
Loss/Discriminator,62746,1.048990249633789,1776623658.5605214
Loss/Discriminator,62752,1.0696918964385986,1776623660.6656845
Loss/Discriminator,62773,1.1199653148651123,1776623667.9082375
Loss/Discriminator,62782,1.144869089126587,1776623670.9771132
Loss/Discriminator,62801,1.0622119903564453,1776623677.4987512
Loss/Discriminator,62872,1.0267422199249268,1776623701.9206474
Loss/Discriminator,62883,1.1430600881576538,1776623705.678247
Loss/Discriminator,62890,1.3127809762954712,1776623708.069858
Loss/Discriminator,62892,1.0844197273254395,1776623708.7425537
Loss/Discriminator,62905,1.0861713886260986,1776623713.2037768
Loss/Discriminator,62943,1.1638174057006836,1776623726.2474432
Loss/Discriminator,62961,1.057456135749817,1776623732.449667
Loss/Discriminator,62999,1.1642109155654907,1776623745.428027
Loss/Discriminator,63033,1.1260663270950317,1776623757.1072557
Loss/Discriminator,63059,1.1524227857589722,1776623766.038382
Loss/Discriminator,63073,1.0521156787872314,1776623770.8510222
Loss/Discriminator,63095,1.0398907661437988,1776623778.4701996
Loss/Discriminator,63128,1.120348334312439,1776623789.722877
Loss/Discriminator,63137,1.034458875656128,1776623792.8586986
Loss/Discriminator,63162,1.1489589214324951,1776623801.4444048
Loss/Discriminator,63178,1.0646486282348633,1776623806.9834328
Loss/Discriminator,63182,1.08101224899292,1776623808.3510833
Loss/Discriminator,63217,1.0658832788467407,1776623820.490353
Loss/Discriminator,63228,1.043938159942627,1776623824.258116
Loss/Discriminator,63258,1.0674601793289185,1776623834.4698336
Loss/Discriminator,63287,1.117018222808838,1776623844.4792256
Loss/Discriminator,63297,1.0047576427459717,1776623847.9553514
Loss/Discriminator,63301,1.0441412925720215,1776623849.3154404
Loss/Discriminator,63309,1.0642359256744385,1776623852.0427177
Loss/Discriminator,63331,1.083418607711792,1776623859.6205254
Loss/Discriminator,63341,1.0667660236358643,1776623863.0610373
Loss/Discriminator,63344,1.0592138767242432,1776623864.1185672
Loss/Discriminator,63350,1.2402474880218506,1776623866.1365118
Loss/Discriminator,63362,1.3609811067581177,1776623870.2522213
Loss/Discriminator,63381,1.0430095195770264,1776623876.7173462
Loss/Discriminator,63409,1.0503058433532715,1776623886.3101504
Loss/Discriminator,63430,1.2483649253845215,1776623893.5729392
Loss/Discriminator,63431,1.0968191623687744,1776623893.923198
Loss/Discriminator,63438,1.5519980192184448,1776623896.3381777
Loss/Discriminator,63444,1.1451977491378784,1776623898.39974
Loss/Discriminator,63450,1.078338384628296,1776623900.4424596
Loss/Discriminator,63451,1.111070156097412,1776623900.7781546
Loss/Discriminator,63461,1.0929166078567505,1776623904.198877
Loss/Discriminator,63470,1.0392489433288574,1776623907.2764237
Loss/Discriminator,63471,1.0951147079467773,1776623907.6156723
Loss/Discriminator,63474,1.1139010190963745,1776623908.6351655
Loss/Discriminator,63508,1.2355085611343384,1776623920.32346
Loss/Discriminator,63515,1.1383302211761475,1776623922.7245333
Loss/Discriminator,63526,1.1081702709197998,1776623926.471908
Loss/Discriminator,63546,1.0239629745483398,1776623933.387528
Loss/Discriminator,63585,1.0451942682266235,1776623946.8015835
Loss/Discriminator,63593,1.1138166189193726,1776623949.6532066
Loss/Discriminator,63594,1.067201852798462,1776623950.0133173
Loss/Discriminator,63597,1.105721116065979,1776623951.0359516
Loss/Discriminator,63601,1.041384220123291,1776623952.3868966
Loss/Discriminator,63606,1.0810667276382446,1776623954.1126964
Loss/Discriminator,63615,1.037122368812561,1776623957.195951
Loss/Discriminator,63621,1.0408658981323242,1776623959.2474446
Loss/Discriminator,63645,1.059035301208496,1776623967.4926653
Loss/Discriminator,63653,1.2597556114196777,1776623970.2180836
Loss/Discriminator,63658,1.0340139865875244,1776623971.9723558
Loss/Discriminator,63674,1.0367257595062256,1776623977.4621937
Loss/Discriminator,63734,1.029160737991333,1776623998.203768
Loss/Discriminator,63754,1.0918209552764893,1776624005.110253
Loss/Discriminator,63767,1.0325286388397217,1776624009.5245638
Loss/Discriminator,63838,1.0280871391296387,1776624033.7107773
Loss/Discriminator,63839,1.0552303791046143,1776624034.039802
Loss/Discriminator,63870,1.0776253938674927,1776624044.6239247
Loss/Discriminator,64002,1.0590176582336426,1776624091.232398
Loss/Discriminator,64019,1.048756718635559,1776624097.2490819
Loss/Discriminator,64021,1.1008861064910889,1776624098.021541
Loss/Discriminator,64036,1.0490760803222656,1776624103.4123752
Loss/Discriminator,64050,1.102795124053955,1776624108.3878102
Loss/Discriminator,64067,1.0711312294006348,1776624114.3243115
Loss/Discriminator,64108,1.103001356124878,1776624128.7920368
Loss/Discriminator,64118,1.0348197221755981,1776624132.4129846
Loss/Discriminator,64137,1.2068877220153809,1776624139.1234915
Loss/Discriminator,64138,1.150985836982727,1776624139.4638317
Loss/Discriminator,64139,1.0351407527923584,1776624139.8219752
Loss/Discriminator,64142,1.033949613571167,1776624140.8690422
Loss/Discriminator,64201,1.0296952724456787,1776624161.749734
Loss/Discriminator,64210,1.0474269390106201,1776624164.9438381
Loss/Discriminator,64219,1.0931249856948853,1776624168.1286018
Loss/Discriminator,64232,1.0426725149154663,1776624172.7635658
Loss/Discriminator,64239,1.1717664003372192,1776624175.1979132
Loss/Discriminator,64283,1.0868864059448242,1776624190.660017
Loss/Discriminator,64293,1.1438738107681274,1776624194.1709223
Loss/Discriminator,64296,1.109563946723938,1776624195.2125986
Loss/Discriminator,64335,1.1670506000518799,1776624208.9751098
Loss/Discriminator,64360,1.0196926593780518,1776624217.782231
Loss/Discriminator,64365,1.0080351829528809,1776624219.545562
Loss/Discriminator,64370,1.0973753929138184,1776624221.3685732
Loss/Discriminator,64401,1.0748929977416992,1776624232.3471684
Loss/Discriminator,64416,1.0564296245574951,1776624237.6924474
Loss/Discriminator,64421,1.111356496810913,1776624239.4713783
Loss/Discriminator,64428,1.0331344604492188,1776624241.9410377
Loss/Discriminator,64446,1.0644969940185547,1776624248.2461128
Loss/Discriminator,64462,1.13946533203125,1776624253.948455
Loss/Discriminator,64466,1.2124844789505005,1776624255.3803322
Loss/Discriminator,64484,1.038989543914795,1776624261.8020878
Loss/Discriminator,64487,1.0413641929626465,1776624262.841842
Loss/Discriminator,64503,1.0870696306228638,1776624268.4943447
Loss/Discriminator,64522,1.1035515069961548,1776624275.1514893
Loss/Discriminator,64523,1.0616941452026367,1776624275.4948306
Loss/Discriminator,64537,1.0325276851654053,1776624280.3932652
Loss/Discriminator,64538,1.0619618892669678,1776624280.74285
Loss/Discriminator,64542,1.078507900238037,1776624282.1705227
Loss/Discriminator,64562,1.0722020864486694,1776624289.289247
Loss/Discriminator,64621,1.0238252878189087,1776624310.062619
Loss/Discriminator,64627,1.0559078454971313,1776624312.1879208
Loss/Discriminator,64638,1.0409533977508545,1776624316.022575
Loss/Discriminator,64674,1.0296261310577393,1776624328.895834
Loss/Discriminator,64677,1.0238717794418335,1776624329.9805155
Loss/Discriminator,64730,1.0154130458831787,1776624348.8758638
Loss/Discriminator,64743,1.0603348016738892,1776624353.4068975
Loss/Discriminator,64771,1.1428277492523193,1776624363.3302004
Loss/Discriminator,64784,1.0816400051116943,1776624368.0237656
Loss/Discriminator,64786,1.1374330520629883,1776624368.7154324
