tag,step,value,wall_time
Loss/Discriminator,1864,1.16708242893219,1776602569.3398795
Loss/Discriminator,1867,1.1247196197509766,1776602570.4209757
Loss/Discriminator,1901,1.233738660812378,1776602582.716261
Loss/Discriminator,1917,1.313563346862793,1776602588.4483597
Loss/Discriminator,1923,1.312044620513916,1776602590.6872997
Loss/Discriminator,1926,1.1666030883789062,1776602591.7724147
Loss/Discriminator,2029,1.17335045337677,1776602628.951871
Loss/Discriminator,2031,1.1569116115570068,1776602629.6435843
Loss/Discriminator,2047,1.1574950218200684,1776602635.3535366
Loss/Discriminator,2060,1.2856465578079224,1776602640.0169759
Loss/Discriminator,2064,1.2077240943908691,1776602641.4694152
Loss/Discriminator,2117,1.1283016204833984,1776602660.7579844
Loss/Discriminator,2123,1.2233002185821533,1776602662.876732
Loss/Discriminator,2153,1.1401805877685547,1776602673.7005568
Loss/Discriminator,2169,1.3103737831115723,1776602679.4199913
Loss/Discriminator,2237,1.1493964195251465,1776602703.3814414
Loss/Discriminator,2243,1.281217098236084,1776602705.4894528
Loss/Discriminator,2247,1.163108229637146,1776602706.8739378
Loss/Discriminator,2275,1.226271390914917,1776602716.7239645
Loss/Discriminator,2344,1.1519007682800293,1776602741.667021
Loss/Discriminator,2388,1.1509734392166138,1776602757.573695
Loss/Discriminator,2390,1.1130036115646362,1776602758.2583103
Loss/Discriminator,2401,1.1603087186813354,1776602762.0955174
Loss/Discriminator,2425,1.1952147483825684,1776602770.5766113
Loss/Discriminator,2450,1.0753461122512817,1776602779.3278399
Loss/Discriminator,2459,1.219231128692627,1776602782.4780219
Loss/Discriminator,2475,1.141883134841919,1776602788.0919406
Loss/Discriminator,2502,1.1579875946044922,1776602797.8311644
Loss/Discriminator,2514,1.1352250576019287,1776602802.143966
Loss/Discriminator,2516,1.1199531555175781,1776602802.8811126
Loss/Discriminator,2529,1.2403546571731567,1776602807.6535
Loss/Discriminator,2533,1.146287441253662,1776602809.1551137
Loss/Discriminator,2547,1.1614164113998413,1776602814.3857987
Loss/Discriminator,2585,1.4075565338134766,1776602828.2728617
Loss/Discriminator,2588,1.1346309185028076,1776602829.375003
Loss/Discriminator,2601,1.090962290763855,1776602834.203385
Loss/Discriminator,2603,1.1665751934051514,1776602834.9409788
Loss/Discriminator,2628,1.1356313228607178,1776602844.0734377
Loss/Discriminator,2695,1.1362693309783936,1776602868.5841417
Loss/Discriminator,2703,1.203041672706604,1776602871.5852892
Loss/Discriminator,2750,1.1073482036590576,1776602888.7925117
Loss/Discriminator,2763,1.1590937376022339,1776602893.5512543
Loss/Discriminator,2800,1.1913161277770996,1776602907.2248015
Loss/Discriminator,2801,1.1740853786468506,1776602907.5775435
Loss/Discriminator,2812,1.121368169784546,1776602911.5594952
Loss/Discriminator,2848,1.0852103233337402,1776602924.5752687
Loss/Discriminator,2860,1.207633376121521,1776602928.8929548
Loss/Discriminator,2862,1.290996789932251,1776602929.6704934
Loss/Discriminator,2934,1.1362985372543335,1776602955.0872447
Loss/Discriminator,3005,1.1553068161010742,1776602980.4980736
Loss/Discriminator,3008,1.2786662578582764,1776602981.632558
Loss/Discriminator,3036,1.1815588474273682,1776602991.5671892
Loss/Discriminator,3045,1.2049987316131592,1776602994.786558
Loss/Discriminator,3057,1.1137492656707764,1776602999.0953572
Loss/Discriminator,3102,1.1399224996566772,1776603014.902526
Loss/Discriminator,3127,1.388698697090149,1776603023.6595173
Loss/Discriminator,3135,1.2260417938232422,1776603026.4538133
Loss/Discriminator,3144,1.1411998271942139,1776603029.636136
Loss/Discriminator,3160,1.1763901710510254,1776603035.2313414
Loss/Discriminator,3166,1.1279668807983398,1776603037.3308768
Loss/Discriminator,3187,1.1435158252716064,1776603044.6393151
Loss/Discriminator,3202,1.1878260374069214,1776603049.853776
Loss/Discriminator,3249,1.3167437314987183,1776603066.396527
Loss/Discriminator,3308,1.2417653799057007,1776603087.0549738
Loss/Discriminator,3328,1.1979604959487915,1776603094.019799
Loss/Discriminator,3334,1.3731006383895874,1776603096.144791
Loss/Discriminator,3342,1.1643507480621338,1776603098.981641
Loss/Discriminator,3354,1.3821210861206055,1776603103.1290445
Loss/Discriminator,3370,1.2771050930023193,1776603108.7689815
Loss/Discriminator,3381,1.2362643480300903,1776603112.6930323
Loss/Discriminator,3398,1.1948461532592773,1776603118.601513
Loss/Discriminator,3405,1.168208360671997,1776603121.0231373
Loss/Discriminator,3417,1.180363416671753,1776603125.2630584
Loss/Discriminator,3435,1.146959900856018,1776603131.639161
Loss/Discriminator,3463,1.167659044265747,1776603141.430033
Loss/Discriminator,3469,1.3371747732162476,1776603143.5334132
Loss/Discriminator,3477,1.1830130815505981,1776603146.3150048
Loss/Discriminator,3484,1.1411042213439941,1776603148.7786984
Loss/Discriminator,3490,1.1650773286819458,1776603150.8622365
Loss/Discriminator,3514,1.248236894607544,1776603159.283655
Loss/Discriminator,3531,1.2208542823791504,1776603165.2719247
Loss/Discriminator,3539,1.2814738750457764,1776603168.034496
Loss/Discriminator,3540,1.1267189979553223,1776603168.3815014
Loss/Discriminator,3543,1.1683913469314575,1776603169.5033722
Loss/Discriminator,3562,1.2419880628585815,1776603176.162223
Loss/Discriminator,3603,1.3027324676513672,1776603190.540757
Loss/Discriminator,3639,1.3030037879943848,1776603203.170818
Loss/Discriminator,3645,1.254151463508606,1776603205.2666647
Loss/Discriminator,3663,1.2170660495758057,1776603211.5842054
Loss/Discriminator,3677,1.1594297885894775,1776603216.4366906
Loss/Discriminator,3694,1.181915521621704,1776603222.4291975
Loss/Discriminator,3700,1.402685523033142,1776603224.5078185
Loss/Discriminator,3703,1.1860222816467285,1776603225.5623457
Loss/Discriminator,3711,1.257596731185913,1776603228.397481
Loss/Discriminator,3715,1.139309048652649,1776603229.8180768
Loss/Discriminator,3719,1.4339288473129272,1776603231.2472687
Loss/Discriminator,3722,1.19089674949646,1776603232.301994
Loss/Discriminator,3739,1.1543078422546387,1776603238.2133846
Loss/Discriminator,3746,1.2859961986541748,1776603240.669322
Loss/Discriminator,3783,1.225045084953308,1776603253.641011
Loss/Discriminator,3789,1.1129692792892456,1776603255.7409127
Loss/Discriminator,3809,1.1342570781707764,1776603262.7915292
Loss/Discriminator,3812,1.1706571578979492,1776603263.847256
Loss/Discriminator,3852,1.2062346935272217,1776603277.8170457
Loss/Discriminator,3921,1.2420800924301147,1776603302.1209633
Loss/Discriminator,3923,1.2024447917938232,1776603302.8222811
Loss/Discriminator,3930,1.2447446584701538,1776603305.2621965
Loss/Discriminator,3945,1.1196963787078857,1776603310.5514655
Loss/Discriminator,3980,1.176666498184204,1776603323.1188068
Loss/Discriminator,3989,1.226027011871338,1776603326.2474957
Loss/Discriminator,3997,1.1567718982696533,1776603329.1014555
Loss/Discriminator,4049,1.1877714395523071,1776603347.2720754
Loss/Discriminator,4058,1.140437364578247,1776603350.4470246
Loss/Discriminator,4060,1.1453065872192383,1776603351.1257522
Loss/Discriminator,4079,1.3603869676589966,1776603357.8920786
Loss/Discriminator,4094,1.2230064868927002,1776603363.2070684
Loss/Discriminator,4113,1.1427136659622192,1776603369.8766725
Loss/Discriminator,4137,1.19038724899292,1776603378.372737
Loss/Discriminator,4153,1.3269504308700562,1776603384.0476363
Loss/Discriminator,4173,1.1948341131210327,1776603391.056245
Loss/Discriminator,4187,1.1073871850967407,1776603395.983126
Loss/Discriminator,4205,1.1317416429519653,1776603402.3047628
Loss/Discriminator,4236,1.1411054134368896,1776603413.174593
Loss/Discriminator,4241,1.167799711227417,1776603414.9327292
Loss/Discriminator,4252,1.1891863346099854,1776603418.7999814
Loss/Discriminator,4257,1.099057912826538,1776603420.5212457
Loss/Discriminator,4266,1.1296095848083496,1776603423.7497818
Loss/Discriminator,4317,1.136765718460083,1776603441.5842721
Loss/Discriminator,4367,1.2128161191940308,1776603459.2781265
Loss/Discriminator,4377,1.2034568786621094,1776603462.805855
Loss/Discriminator,4392,1.2117068767547607,1776603468.1286273
Loss/Discriminator,4404,1.209345817565918,1776603472.369115
Loss/Discriminator,4452,1.108722448348999,1776603489.3026338
Loss/Discriminator,4463,1.2912006378173828,1776603493.1522136
Loss/Discriminator,4479,1.1766486167907715,1776603498.7363257
Loss/Discriminator,4490,1.138530969619751,1776603502.618069
Loss/Discriminator,4516,1.1354634761810303,1776603511.7383306
Loss/Discriminator,4527,1.1685123443603516,1776603515.5603547
Loss/Discriminator,4529,1.3176891803741455,1776603516.2367873
Loss/Discriminator,4531,1.1684859991073608,1776603516.9067216
Loss/Discriminator,4549,1.17567777633667,1776603523.1844265
Loss/Discriminator,4575,1.2616698741912842,1776603532.417943
Loss/Discriminator,4582,1.2831710577011108,1776603534.8634875
Loss/Discriminator,4611,1.1925411224365234,1776603545.0881903
Loss/Discriminator,4617,1.3446635007858276,1776603547.2078974
Loss/Discriminator,4637,1.1740084886550903,1776603554.2930002
Loss/Discriminator,4650,1.1525688171386719,1776603559.187627
Loss/Discriminator,4703,1.1599386930465698,1776603578.0541627
Loss/Discriminator,4730,1.1269841194152832,1776603587.6848297
Loss/Discriminator,4740,1.092875599861145,1776603591.202303
Loss/Discriminator,4744,1.352678894996643,1776603592.5949528
Loss/Discriminator,4750,1.2124660015106201,1776603594.6922095
Loss/Discriminator,4769,1.1581730842590332,1776603601.2953198
Loss/Discriminator,4778,1.1133759021759033,1776603604.4654782
Loss/Discriminator,4783,1.1777043342590332,1776603606.2252724
Loss/Discriminator,4811,1.210057258605957,1776603615.9418063
Loss/Discriminator,4832,1.3616911172866821,1776603623.3282676
Loss/Discriminator,4851,1.1346430778503418,1776603630.0443242
Loss/Discriminator,4854,1.1816507577896118,1776603631.0957475
Loss/Discriminator,4894,1.160947561264038,1776603645.1739018
Loss/Discriminator,4904,1.2495439052581787,1776603648.7385333
Loss/Discriminator,4916,1.1790902614593506,1776603653.0550983
Loss/Discriminator,4940,1.181748390197754,1776603661.5020933
Loss/Discriminator,4994,1.0999417304992676,1776603680.5940852
Loss/Discriminator,5002,1.2228949069976807,1776603683.4261882
Loss/Discriminator,5014,1.1376850605010986,1776603687.6294556
Loss/Discriminator,5045,1.2027301788330078,1776603698.6536582
Loss/Discriminator,5049,1.170856237411499,1776603700.0927522
Loss/Discriminator,5056,1.1992197036743164,1776603702.61186
Loss/Discriminator,5070,1.267871379852295,1776603707.7757287
Loss/Discriminator,5084,1.1163042783737183,1776603712.749805
Loss/Discriminator,5106,1.1805672645568848,1776603720.3662655
Loss/Discriminator,5135,1.1361033916473389,1776603730.5194898
Loss/Discriminator,5141,1.149122953414917,1776603732.603643
Loss/Discriminator,5159,1.361079216003418,1776603738.8635242
Loss/Discriminator,5175,1.159456729888916,1776603744.4202821
Loss/Discriminator,5198,1.8055626153945923,1776603752.3918695
Loss/Discriminator,5210,1.1418828964233398,1776603756.5706875
Loss/Discriminator,5270,1.1380407810211182,1776603777.3969612
Loss/Discriminator,5273,1.1339998245239258,1776603778.45062
Loss/Discriminator,5312,1.1397780179977417,1776603792.1220138
Loss/Discriminator,5319,1.173399567604065,1776603794.5119646
Loss/Discriminator,5349,1.1379358768463135,1776603804.9615943
Loss/Discriminator,5361,1.1376674175262451,1776603809.2915921
Loss/Discriminator,5375,1.193526268005371,1776603814.2749543
Loss/Discriminator,5391,1.135672926902771,1776603819.9718337
Loss/Discriminator,5438,1.2073670625686646,1776603836.4992034
Loss/Discriminator,5440,1.2316617965698242,1776603837.2127109
Loss/Discriminator,5494,1.3573782444000244,1776603856.1550155
Loss/Discriminator,5522,1.1249881982803345,1776603865.8996725
Loss/Discriminator,5524,1.2002379894256592,1776603866.5742428
Loss/Discriminator,5549,1.1873003244400024,1776603875.4437468
Loss/Discriminator,5563,1.1403659582138062,1776603880.3949244
Loss/Discriminator,5565,1.2622326612472534,1776603881.0996726
Loss/Discriminator,5611,1.1819303035736084,1776603897.6035845
Loss/Discriminator,5631,1.1473201513290405,1776603904.7082436
Loss/Discriminator,5632,1.1818921566009521,1776603905.06971
Loss/Discriminator,5641,1.2022970914840698,1776603908.2108588
Loss/Discriminator,5646,1.37587571144104,1776603909.9292219
Loss/Discriminator,5661,1.383448600769043,1776603915.1925383
Loss/Discriminator,5680,1.2125391960144043,1776603921.791995
Loss/Discriminator,5681,1.2620941400527954,1776603922.129599
Loss/Discriminator,5705,1.1938936710357666,1776603930.478716
Loss/Discriminator,5714,1.212842583656311,1776603933.6241257
Loss/Discriminator,5740,1.2200102806091309,1776603942.724257
Loss/Discriminator,5754,1.1792203187942505,1776603947.5851414
Loss/Discriminator,5792,1.1803224086761475,1776603960.667052
Loss/Discriminator,5799,1.2068320512771606,1776603963.075662
Loss/Discriminator,5800,1.1643480062484741,1776603963.4234302
Loss/Discriminator,5813,1.1446805000305176,1776603967.907852
Loss/Discriminator,5817,1.1537200212478638,1776603969.3198035
Loss/Discriminator,5820,1.3662428855895996,1776603970.3542733
Loss/Discriminator,5831,1.2097947597503662,1776603974.1287687
Loss/Discriminator,5833,1.1010373830795288,1776603974.82949
Loss/Discriminator,5870,1.1403158903121948,1776603987.721203
Loss/Discriminator,5880,1.310186505317688,1776603991.3221166
Loss/Discriminator,5887,1.21217942237854,1776603993.7832057
Loss/Discriminator,5892,1.1768040657043457,1776603995.5555446
Loss/Discriminator,5933,1.1749763488769531,1776604009.808943
Loss/Discriminator,5935,1.1626482009887695,1776604010.4866407
Loss/Discriminator,5937,1.2294622659683228,1776604011.1768026
Loss/Discriminator,5949,1.1358393430709839,1776604015.3536453
Loss/Discriminator,5964,1.2092069387435913,1776604020.6379895
Loss/Discriminator,5980,1.1743838787078857,1776604026.1541388
Loss/Discriminator,5991,1.2753870487213135,1776604029.9555347
Loss/Discriminator,5995,1.364848256111145,1776604031.3443315
Loss/Discriminator,6003,1.3261668682098389,1776604034.1139898
Loss/Discriminator,6053,1.1725499629974365,1776604051.607059
Loss/Discriminator,6056,1.3146324157714844,1776604052.6516669
Loss/Discriminator,6062,1.162643313407898,1776604054.7186198
Loss/Discriminator,6082,1.093961238861084,1776604061.6210535
Loss/Discriminator,6090,1.157538890838623,1776604064.4467323
Loss/Discriminator,6093,1.1287376880645752,1776604065.4875998
Loss/Discriminator,6098,1.491698145866394,1776604067.2061381
Loss/Discriminator,6104,1.1906319856643677,1776604069.2829592
Loss/Discriminator,6121,1.186415672302246,1776604075.1606395
Loss/Discriminator,6136,1.1340351104736328,1776604080.3486984
Loss/Discriminator,6138,1.1117712259292603,1776604081.049539
Loss/Discriminator,6141,1.1444839239120483,1776604082.084053
Loss/Discriminator,6151,1.1245920658111572,1776604085.5507877
Loss/Discriminator,6197,1.2059383392333984,1776604101.5372083
Loss/Discriminator,6213,1.1762627363204956,1776604107.0917423
Loss/Discriminator,6215,1.1861050128936768,1776604107.7715428
Loss/Discriminator,6250,1.200860619544983,1776604120.0457256
Loss/Discriminator,6258,1.1196863651275635,1776604122.8517182
Loss/Discriminator,6270,1.1551238298416138,1776604127.0404863
Loss/Discriminator,6301,1.2516424655914307,1776604138.0267699
Loss/Discriminator,6308,1.1479699611663818,1776604140.4636006
Loss/Discriminator,6333,1.0826387405395508,1776604149.2450106
Loss/Discriminator,6355,1.3468220233917236,1776604156.8976588
Loss/Discriminator,6376,1.412488341331482,1776604164.16001
Loss/Discriminator,6394,1.221224308013916,1776604170.3745153
Loss/Discriminator,6408,1.1556472778320312,1776604175.2284074
Loss/Discriminator,6409,1.156522512435913,1776604175.5860198
Loss/Discriminator,6455,1.21878981590271,1776604191.5519562
Loss/Discriminator,6468,1.250815749168396,1776604196.0774395
Loss/Discriminator,6504,1.141495704650879,1776604208.5832095
Loss/Discriminator,6522,1.1487528085708618,1776604214.8957806
Loss/Discriminator,6537,1.2746715545654297,1776604220.3001823
Loss/Discriminator,6540,1.1824276447296143,1776604221.3937664
Loss/Discriminator,6548,1.3989672660827637,1776604224.2490082
Loss/Discriminator,6590,1.1592929363250732,1776604239.6605682
Loss/Discriminator,6600,1.217341423034668,1776604243.2307405
Loss/Discriminator,6609,1.270505666732788,1776604246.492175
Loss/Discriminator,6709,1.4312434196472168,1776604282.4092498
Loss/Discriminator,6712,1.1790727376937866,1776604283.4896047
Loss/Discriminator,6716,1.0982277393341064,1776604284.965316
Loss/Discriminator,6722,1.2511839866638184,1776604287.1483665
Loss/Discriminator,6813,1.1977393627166748,1776604319.58144
Loss/Discriminator,6844,1.1377590894699097,1776604330.5394468
Loss/Discriminator,6896,1.097597599029541,1776604348.8162053
Loss/Discriminator,6910,1.3033641576766968,1776604353.7112238
Loss/Discriminator,6963,1.1488087177276611,1776604372.3875258
Loss/Discriminator,6983,1.263283371925354,1776604379.3956852
Loss/Discriminator,7029,1.3438327312469482,1776604395.5347602
Loss/Discriminator,7036,1.2229596376419067,1776604397.9684453
Loss/Discriminator,7081,1.1847392320632935,1776604413.8076324
Loss/Discriminator,7117,1.138422966003418,1776604426.5235937
Loss/Discriminator,7124,1.3055305480957031,1776604428.9387488
Loss/Discriminator,7158,1.2112679481506348,1776604441.0085936
Loss/Discriminator,7168,1.1270298957824707,1776604444.6027634
Loss/Discriminator,7181,1.2672545909881592,1776604449.1859019
Loss/Discriminator,7237,1.1884058713912964,1776604468.91587
Loss/Discriminator,7252,1.1666483879089355,1776604474.1806757
Loss/Discriminator,7253,1.1983376741409302,1776604474.5302289
Loss/Discriminator,7254,1.2921708822250366,1776604474.9002337
Loss/Discriminator,7285,1.226914882659912,1776604485.735158
Loss/Discriminator,7315,1.160958170890808,1776604496.1936243
Loss/Discriminator,7349,1.3023834228515625,1776604508.2284636
Loss/Discriminator,7351,1.1409332752227783,1776604508.9314945
Loss/Discriminator,7374,1.168529987335205,1776604517.3608513
Loss/Discriminator,7378,1.3983891010284424,1776604518.8243022
Loss/Discriminator,7400,1.27250337600708,1776604526.8078444
Loss/Discriminator,7401,1.2140519618988037,1776604527.1923041
Loss/Discriminator,7438,1.1991689205169678,1776604540.434145
Loss/Discriminator,7440,1.123655915260315,1776604541.1866426
Loss/Discriminator,7453,1.1766754388809204,1776604545.92945
Loss/Discriminator,7456,1.3118088245391846,1776604546.971134
Loss/Discriminator,7474,1.1482025384902954,1776604553.214379
Loss/Discriminator,7512,1.168715000152588,1776604566.4861488
Loss/Discriminator,7518,1.128572702407837,1776604568.5418785
Loss/Discriminator,7526,1.352682113647461,1776604571.307977
Loss/Discriminator,7563,1.1850008964538574,1776604584.1131759
Loss/Discriminator,7582,1.3994704484939575,1776604590.700476
Loss/Discriminator,7606,1.1503658294677734,1776604599.114943
Loss/Discriminator,7614,1.1736077070236206,1776604601.9016867
Loss/Discriminator,7619,1.2316398620605469,1776604603.6694143
Loss/Discriminator,7674,1.2467021942138672,1776604622.5825782
Loss/Discriminator,7675,1.161250114440918,1776604622.936263
Loss/Discriminator,7690,1.1677587032318115,1776604628.1121044
Loss/Discriminator,7721,1.1835196018218994,1776604638.8081408
Loss/Discriminator,7726,1.188025712966919,1776604640.5015855
Loss/Discriminator,7740,1.1732646226882935,1776604645.3814795
Loss/Discriminator,7758,1.2010654211044312,1776604651.6342328
Loss/Discriminator,7765,1.1778842210769653,1776604654.0358953
Loss/Discriminator,7784,1.180648922920227,1776604660.564483
Loss/Discriminator,7787,1.2264208793640137,1776604661.6334379
Loss/Discriminator,7858,1.1384106874465942,1776604686.2252228
Loss/Discriminator,7882,1.686633825302124,1776604694.4970222
Loss/Discriminator,7893,1.1484347581863403,1776604698.3455436
Loss/Discriminator,7926,1.1900924444198608,1776604709.7914255
Loss/Discriminator,7946,1.1637357473373413,1776604716.9637249
Loss/Discriminator,7957,1.1382609605789185,1776604720.8681247
Loss/Discriminator,7986,1.2928314208984375,1776604731.1198661
Loss/Discriminator,8002,1.3384617567062378,1776604736.846883
Loss/Discriminator,8008,1.3647525310516357,1776604739.011254
Loss/Discriminator,8014,1.1473829746246338,1776604741.172984
Loss/Discriminator,8065,1.3030173778533936,1776604758.900439
Loss/Discriminator,8077,1.1559845209121704,1776604763.0906787
Loss/Discriminator,8078,1.173210859298706,1776604763.434643
Loss/Discriminator,8108,1.1290574073791504,1776604774.0163555
Loss/Discriminator,8109,1.179755449295044,1776604774.3567479
Loss/Discriminator,8127,1.1938586235046387,1776604780.7160404
Loss/Discriminator,8160,1.1905391216278076,1776604792.6919208
Loss/Discriminator,8196,1.3758301734924316,1776604805.5147862
Loss/Discriminator,8235,1.356898546218872,1776604820.1487994
Loss/Discriminator,8254,1.3042969703674316,1776604827.2889252
Loss/Discriminator,8265,1.2571918964385986,1776604831.2802591
Loss/Discriminator,8277,1.4208369255065918,1776604835.6343484
Loss/Discriminator,8280,1.4811692237854004,1776604836.723322
Loss/Discriminator,8287,1.2581285238265991,1776604839.2168021
Loss/Discriminator,8296,1.2338180541992188,1776604842.4314334
Loss/Discriminator,8297,1.178315281867981,1776604842.7780998
Loss/Discriminator,8326,1.293359398841858,1776604853.034581
Loss/Discriminator,8363,1.2075319290161133,1776604865.9614575
Loss/Discriminator,8387,1.2743419408798218,1776604874.3826478
Loss/Discriminator,8404,1.301509141921997,1776604880.3816845
Loss/Discriminator,8411,1.1823537349700928,1776604882.8315694
Loss/Discriminator,8426,1.2273828983306885,1776604888.1802845
Loss/Discriminator,8427,1.2713769674301147,1776604888.536432
Loss/Discriminator,8431,1.3086862564086914,1776604889.9076736
Loss/Discriminator,8434,1.1794984340667725,1776604890.9379377
Loss/Discriminator,8495,1.261497139930725,1776604912.3416471
